,contractSymbol,strike,currency,lastPrice,change,percentChange,volume,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney
0,SPY220225P00285000,285.0,USD,0.01,0.0,0.0,8818.0,8795.0,0.0,0.01,REGULAR,1645747200,1645733435,2.43750390625,False
1,SPY220225P00290000,290.0,USD,0.01,0.0,0.0,3.0,970.0,0.0,0.01,REGULAR,1645747200,1645713336,2.3125042187499996,False
2,SPY220225P00295000,295.0,USD,0.01,0.0,0.0,107.0,793.0,0.0,0.01,REGULAR,1645747200,1645714695,2.2500043749999996,False
3,SPY220225P00300000,300.0,USD,0.01,0.0,0.0,2729.0,6294.0,0.0,0.01,REGULAR,1645747200,1645723407,2.1250046874999997,False
4,SPY220225P00305000,305.0,USD,0.01,0.0,0.0,2622.0,2810.0,0.0,0.01,REGULAR,1645747200,1645719148,2.0625048437499998,False
5,SPY220225P00310000,310.0,USD,0.01,0.0,0.0,450.0,3154.0,0.0,0.01,REGULAR,1645747200,1645719958,1.9375003125,False
6,SPY220225P00315000,315.0,USD,0.01,0.0,0.0,1509.0,3884.0,0.0,0.01,REGULAR,1645747200,1645719730,1.875000625,False
7,SPY220225P00320000,320.0,USD,0.01,0.0,0.0,4092.0,14206.0,0.0,0.01,REGULAR,1645747200,1645736422,1.8125009374999999,False
8,SPY220225P00325000,325.0,USD,0.01,0.0,0.0,1010.0,5346.0,0.0,0.01,REGULAR,1645747200,1645737244,1.6875015625,False
9,SPY220225P00330000,330.0,USD,0.01,0.0,0.0,1.0,4375.0,0.0,0.01,REGULAR,1645747200,1645801752,1.625001875,False
10,SPY220225P00335000,335.0,USD,0.01,0.0,0.0,11577.0,13092.0,0.0,0.01,REGULAR,1645747200,1645737237,1.5312523437499999,False
11,SPY220225P00340000,340.0,USD,0.01,0.0,0.0,3706.0,11408.0,0.0,0.01,REGULAR,1645747200,1645737164,1.4375028125,False
12,SPY220225P00345000,345.0,USD,0.01,0.0,0.0,3734.0,17172.0,0.0,0.01,REGULAR,1645747200,1645737091,1.3750031249999999,False
13,SPY220225P00350000,350.0,USD,0.01,0.0,0.0,100.0,16035.0,0.0,0.01,REGULAR,1645747200,1645737099,1.3125034374999998,False
14,SPY220225P00355000,355.0,USD,0.01,0.0,0.0,50.0,2122.0,0.0,0.01,REGULAR,1645747200,1645799409,1.21875390625,False
15,SPY220225P00359000,359.0,USD,0.01,0.0,0.0,55.0,2897.0,0.0,0.01,REGULAR,1645747200,1645800363,1.15625421875,False
16,SPY220225P00360000,360.0,USD,0.01,0.0,0.0,7.0,6355.0,0.0,0.01,REGULAR,1645747200,1645802374,1.125004375,False
17,SPY220225P00361000,361.0,USD,0.01,0.0,0.0,584.0,929.0,0.0,0.01,REGULAR,1645747200,1645736634,1.125004375,False
18,SPY220225P00362000,362.0,USD,0.01,0.0,0.0,491.0,1027.0,0.0,0.01,REGULAR,1645747200,1645731761,1.09375453125,False
19,SPY220225P00363000,363.0,USD,0.01,0.0,0.0,492.0,830.0,0.0,0.01,REGULAR,1645747200,1645737211,1.09375453125,False
20,SPY220225P00364000,364.0,USD,0.01,0.0,0.0,285.0,580.0,0.0,0.01,REGULAR,1645747200,1645733204,1.0625046875000002,False
21,SPY220225P00365000,365.0,USD,0.01,0.0,0.0,1048.0,1964.0,0.0,0.01,REGULAR,1645747200,1645737009,1.0625046875000002,False
22,SPY220225P00366000,366.0,USD,0.02,0.0,0.0,1056.0,1184.0,0.0,0.01,REGULAR,1645747200,1645736987,1.0312548437500002,False
23,SPY220225P00367000,367.0,USD,0.02,0.0,0.0,825.0,755.0,0.0,0.01,REGULAR,1645747200,1645737064,1.0312548437500002,False
24,SPY220225P00368000,368.0,USD,0.01,0.0,0.0,219.0,271.0,0.0,0.01,REGULAR,1645747200,1645736769,1.000005,False
25,SPY220225P00369000,369.0,USD,0.01,0.0,0.0,1138.0,1051.0,0.0,0.01,REGULAR,1645747200,1645736640,0.98437515625,False
26,SPY220225P00370000,370.0,USD,0.01,0.0,0.0,5.0,17949.0,0.0,0.01,REGULAR,1645747200,1645800062,0.9687503125,False
27,SPY220225P00371000,371.0,USD,0.01,0.0,0.0,40.0,2381.0,0.0,0.01,REGULAR,1645747200,1645803269,0.9687503125,False
28,SPY220225P00372000,372.0,USD,0.01,0.0,0.0,1049.0,1220.0,0.0,0.01,REGULAR,1645747200,1645736550,0.937500625,False
