,contractSymbol,strike,currency,lastPrice,change,percentChange,openInterest,bid,ask,contractSize,expiration,lastTradeDate,impliedVolatility,inTheMoney,volume
10,VOO220318C00400000,400.0,USD,3.8,-1.05,-21.649483,133,3.4,3.7,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1645725409 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.24091335266113278,False,63.0
11,VOO220318C00405000,405.0,USD,2.27,-0.8299999,-26.774193,140,2.05,2.35,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1645727036 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.2312698944091797,False,15.0
12,VOO220318C00410000,410.0,USD,1.35,-0.48000002,-26.229507,313,1.25,1.4,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1645724453 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.22266402343749997,False,37.0
13,VOO220318C00415000,415.0,USD,0.68,-0.34999996,-33.98058,229,0.7,0.85,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1645724450 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.21973436523437498,False,52.0
14,VOO220318C00420000,420.0,USD,0.4,-0.15,-27.272728,418,0.35,0.55,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1645722045 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.22217574707031246,False,28.0
15,VOO220318C00425000,425.0,USD,0.3,-0.099999994,-24.999998,535,0.2,0.35,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1645722834 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.2243729907226562,False,15.0
16,VOO220318C00430000,430.0,USD,0.15,-0.03999999,-21.052628,410,0.05,0.3,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1645725736 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.23902128173828124,False,16.0
17,VOO220318C00435000,435.0,USD,0.1,-0.029999994,-23.076918,100,0.05,0.5,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1645725801 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.28394270751953116,False,10.0
18,VOO220318C00440000,440.0,USD,0.2,0.0,0.0,132,0.0,1.35,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1645648137 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.37622694091796877,False,5.0
19,VOO220318C00445000,445.0,USD,0.05,0.0,0.0,244,0.0,0.35,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1645558992 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.30542686767578126,False,20.0
20,VOO220318C00450000,450.0,USD,0.05,0.0,0.0,22,0.0,0.5,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1645216305 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.3452213916015625,False,1.0
21,VOO220318C00455000,455.0,USD,0.05,0.0,0.0,17,0.0,2.25,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1645635731 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.5029346582031251,False,4.0
22,VOO220318C00460000,460.0,USD,0.3,0.0,0.0,20,0.0,1.0,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1644599296 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.4373835559082031,False,1.0
23,VOO220318C00470000,470.0,USD,0.35,0.0,0.0,2,0.0,2.25,REGULAR,"=TEXT(((1647561600 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")","=TEXT(((1644940764 / 86400) + DATE(1970, 1, 1)), ""mm/dd/yyyy"")",0.5716595568847658,False,
